10002010,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以40.8%的得票率領先，第二高票為國民黨侯友宜，拿下32.1%，兩人相差8.7個百分點。第三高票為民眾黨柯文哲，得票率達27.1%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達59.3％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達57.4%。
2024年立委選舉：宜蘭縣宜蘭市由民進黨陳俊宇領先。政黨票方面，民進黨以36.7％在該區取得領先，其後為國民黨32.7%、民眾黨23.7%。
社會經濟背景：該區39歲以下人口佔比約13.3%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為22.1%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為45萬元，相較全國，是收入較高的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達71.7%，低於全國投票率0.7個百分點。"
10002020,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以45.3%的得票率領先，第二高票為國民黨侯友宜，拿下28.2%，兩人相差17.1個百分點。第三高票為民眾黨柯文哲，得票率達26.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達64.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達62.5%。
2024年立委選舉：宜蘭縣羅東鎮由民進黨陳俊宇領先。政黨票方面，民進黨以41.3％在該區取得領先，其後為國民黨29.3%、民眾黨22.8%。
社會經濟背景：該區39歲以下人口佔比約12.7%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為21.1%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為44萬元，相較全國，是收入較高的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達72.4%，和全國一致。"
10002030,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以46.1%的得票率領先，第二高票為國民黨侯友宜，拿下29.1%，兩人相差17個百分點。第三高票為民眾黨柯文哲，得票率達24.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達63.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達63.3%。
2024年立委選舉：宜蘭縣蘇澳鎮由民進黨陳俊宇領先。政黨票方面，民進黨以42.8％在該區取得領先，其後為國民黨30.3%、民眾黨20.3%。
社會經濟背景：該區39歲以下人口佔比約12.6%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為15.3%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為40.2萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達67.7%，低於全國投票率4.7個百分點。"
10002040,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以38.3%的得票率領先，第二高票為國民黨侯友宜，拿下34.2%，兩人相差4.1個百分點。第三高票為民眾黨柯文哲，得票率達27.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達56.3％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達52.8%。
2024年立委選舉：宜蘭縣頭城鎮由國民黨黃琤婷領先。政黨票方面，國民黨以35.4％在該區取得領先，其後為民進黨34.5%、民眾黨22.9%。
社會經濟背景：該區39歲以下人口佔比約13.4%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為15.9%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為37.3萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達67%，低於全國投票率5.4個百分點。"
10002050,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以46.3%的得票率領先，第二高票為國民黨侯友宜，拿下28.2%，兩人相差18.1個百分點。第三高票為民眾黨柯文哲，得票率達25.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達64.2％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達62.9%。
2024年立委選舉：宜蘭縣礁溪鄉由民進黨陳俊宇領先。政黨票方面，民進黨以42.2％在該區取得領先，其後為國民黨29.6%、民眾黨21.8%。
社會經濟背景：該區39歲以下人口佔比約13.7%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為18.2%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為40.5萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達70.9%，低於全國投票率1.5個百分點。"
10002060,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以47.9%的得票率領先，第二高票為國民黨侯友宜，拿下26.3%，兩人相差21.6個百分點。第三高票為民眾黨柯文哲，得票率達25.9%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達67.5％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達67.1%。
2024年立委選舉：宜蘭縣壯圍鄉由民進黨陳俊宇領先。政黨票方面，民進黨以44.9％在該區取得領先，其後為國民黨26.7%、民眾黨22%。
社會經濟背景：該區39歲以下人口佔比約14.2%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為17.1%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為40.3萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達69.5%，低於全國投票率2.9個百分點。"
10002070,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率48.1%領先，接著為民眾黨柯文哲，拿下得票率26.1%，跟第一高票相差22個百分點。第三高票為國民黨侯友宜，得票率達25.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達67.3％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達67.6%。
2024年立委選舉：宜蘭縣員山鄉由民進黨陳俊宇領先。政黨票方面，民進黨以44.9％在該區取得領先，其後為國民黨26.7%、民眾黨22%。
社會經濟背景：該區39歲以下人口佔比約14.1%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為17.3%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為39.3萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達71.4%，低於全國投票率1個百分點。"
10002080,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率49.6%領先，接著為民眾黨柯文哲，拿下得票率26.8%，跟第一高票相差22.8個百分點。第三高票為國民黨侯友宜，得票率達23.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達70.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達69.5%。
2024年立委選舉：宜蘭縣冬山鄉由民進黨陳俊宇領先。政黨票方面，民進黨以45.9％在該區取得領先，其後為國民黨24.6%、民眾黨22.6%。
社會經濟背景：該區39歲以下人口佔比約13.5%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為18.7%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為41.4萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達72.8%，比全國投票率高出0.4個百分點。"
10002090,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率48.4%領先，接著為民眾黨柯文哲，拿下得票率27.2%，跟第一高票相差21.2個百分點。第三高票為國民黨侯友宜，得票率達24.4%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達69.2％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達67.8%。
2024年立委選舉：宜蘭縣五結鄉由民進黨陳俊宇領先。政黨票方面，民進黨以44.3％在該區取得領先，其後為國民黨25.5%、民眾黨23.3%。
社會經濟背景：該區39歲以下人口佔比約14.2%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為19.3%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為41.4萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達71.4%，低於全國投票率1個百分點。"
10002100,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以50.4%的得票率領先，第二高票為國民黨侯友宜，拿下26.7%，兩人相差23.7個百分點。第三高票為民眾黨柯文哲，得票率達22.9%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達66.9％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達66.2%。
2024年立委選舉：宜蘭縣三星鄉由民進黨陳俊宇領先。政黨票方面，民進黨以47％在該區取得領先，其後為國民黨27.7%、民眾黨19.2%。
社會經濟背景：該區39歲以下人口佔比約12.8%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為16.9%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為39.9萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達68.6%，低於全國投票率3.8個百分點。"
10002110,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率59.9%領先，接著為民眾黨柯文哲，拿下得票率25%，跟第一高票相差35個百分點。第三高票為民進黨賴清德，得票率達15.1%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達75.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達40.6%。
2024年立委選舉：宜蘭縣大同鄉由國民黨黃琤婷領先。政黨票方面，國民黨以64.7％在該區取得領先，其後為民眾黨16.4%、民進黨13.5%。
社會經濟背景：該區39歲以下人口佔比約14.6%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為10.8%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為38.9萬元，相較全國，是收入較低的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達67%，低於全國投票率5.4個百分點。"
10002120,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率67.2%領先，接著為民眾黨柯文哲，拿下得票率23.6%，跟第一高票相差43.5個百分點。第三高票為民進黨賴清德，得票率達9.2%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達82.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達50.8%。
2024年立委選舉：宜蘭縣南澳鄉由國民黨黃琤婷領先。政黨票方面，國民黨以73.9％在該區取得領先，其後為民眾黨12.8%、民進黨8.1%。
社會經濟背景：該區39歲以下人口佔比約14.9%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為11.5%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為40.9萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣多雲，該區投票率達64.6%，低於全國投票率7.8個百分點。"
10004010,"2024年總統大選結果：該區和全國結果不同，第一高票由民眾黨柯文哲以得票率38.3%領先，接著為民進黨賴清德，拿下得票率31%，跟第一高票相差7.3個百分點。第三高票為國民黨侯友宜，得票率達30.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達53.6％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達48%。
2024年立委選舉：新竹縣竹北市由國民黨徐欣瑩、時代力量王婉諭領先。政黨票方面，民眾黨以32.6％在該區取得領先，其後為國民黨31.9%、民進黨25.8%、時代力量5.4%。
社會經濟背景：該區39歲以下人口佔比約12.8%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為26.3%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為96.2萬元，屬於高收入地區。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達79.4%，比全國投票率高出7個百分點。"
10004020,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率41.3%領先，接著為民眾黨柯文哲，拿下得票率35.6%，跟第一高票相差5.7個百分點。第三高票為民進黨賴清德，得票率達23%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達52.9％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達38.9%。
2024年立委選舉：新竹縣竹東鎮由國民黨林思銘領先。政黨票方面，國民黨以44.1％在該區取得領先，其後為民眾黨27.8%、民進黨19.7%。
社會經濟背景：該區39歲以下人口佔比約14.2%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為22.5%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為53.9萬元，屬於高收入地區。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達71.9%，低於全國投票率0.5個百分點。"
10004040,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率43.9%領先，接著為民進黨賴清德，拿下得票率28.4%，跟第一高票相差15.5個百分點。第三高票為民眾黨柯文哲，得票率達27.7%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達51.6％；2016年總統大選該區則由民進黨蔡英文領先，得票率達44%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：新竹縣關西鎮由國民黨徐欣瑩領先。政黨票方面，國民黨以47.1％在該區取得領先，其後為民進黨25.3%、民眾黨21.4%。
社會經濟背景：該區39歲以下人口佔比約12.8%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為17.9%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為42.4萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣晴有霾，該區投票率達70.7%，低於全國投票率1.7個百分點。"
10004050,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率38.9%領先，接著為民眾黨柯文哲，拿下得票率36.2%，跟第一高票相差2.7個百分點。第三高票為民進黨賴清德，得票率達25%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達49.8％；2016年總統大選該區則由民進黨蔡英文領先，得票率達39.5%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：新竹縣湖口鄉由國民黨徐欣瑩領先。政黨票方面，國民黨以42％在該區取得領先，其後為民眾黨28.6%、民進黨22.2%。
社會經濟背景：該區39歲以下人口佔比約14.6%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為20.6%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為46.5萬元，相較全國，是收入較高的鄉鎮市區。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達72.2%，低於全國投票率0.2個百分點。"
10004060,"2024年總統大選結果：該區和全國結果不同，第一高票由民眾黨柯文哲以得票率37.3%領先，接著為國民黨侯友宜，拿下得票率35.1%，跟第一高票相差2.2個百分點。第三高票為民進黨賴清德，得票率達27.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達48.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達44.1%。
2024年立委選舉：新竹縣新豐鄉由國民黨徐欣瑩領先。政黨票方面，國民黨以37.8％在該區取得領先，其後為民眾黨30%、民進黨24.7%。
社會經濟背景：該區39歲以下人口佔比約14.4%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為20.9%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為49.3萬元，屬於高收入地區。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達72%，低於全國投票率0.4個百分點。"
10004070,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率41.6%領先，接著為民眾黨柯文哲，拿下得票率33.3%，跟第一高票相差8.3個百分點。第三高票為民進黨賴清德，得票率達25.1%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達51.8％；2016年總統大選該區則由民進黨蔡英文領先，得票率達40.6%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：新竹縣芎林鄉由國民黨徐欣瑩領先。政黨票方面，國民黨以44.2％在該區取得領先，其後為民眾黨26.2%、民進黨21.8%。
社會經濟背景：該區39歲以下人口佔比約14.5%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為22.5%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為49.1萬元，屬於高收入地區。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達74%，比全國投票率高出1.6個百分點。"
10004080,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率48.1%領先，接著為民眾黨柯文哲，拿下得票率28.7%，跟第一高票相差19.4個百分點。第三高票為民進黨賴清德，得票率達23.2%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達57.9％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達41.9%。
2024年立委選舉：新竹縣橫山鄉由國民黨林思銘領先。政黨票方面，國民黨以51.1％在該區取得領先，其後為民眾黨21.2%、民進黨20.5%。
社會經濟背景：該區39歲以下人口佔比約12.6%，相較全國，是較年長的鄉鎮市區。具有大專以上學歷人口佔比約為16.7%，相較全國，是高學歷人口佔比偏低的鄉鎮市區。綜合所得中位數為41.2萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達70.8%，低於全國投票率1.6個百分點。"
10004090,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率46.5%領先，接著為民眾黨柯文哲，拿下得票率29.9%，跟第一高票相差16.5個百分點。第三高票為民進黨賴清德，得票率達23.6%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達55.2％；2016年總統大選該區則由民進黨蔡英文領先，得票率達39.1%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：新竹縣北埔鄉由國民黨林思銘領先。政黨票方面，國民黨以49.1％在該區取得領先，其後為民眾黨22.2%、民進黨21.1%。
社會經濟背景：該區39歲以下人口佔比約13.4%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為17.5%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為41.7萬元，接近全國平均。
投票率與天氣：1月13日投票當天天氣晴，該區投票率達70.1%，低於全國投票率2.3個百分點。"
10004100,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率39.9%領先，接著為民眾黨柯文哲，拿下得票率32.6%，跟第一高票相差7.3個百分點。第三高票為民進黨賴清德，得票率達27.5%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達48.8％；2016年總統大選該區則由民進黨蔡英文領先，得票率達41.4%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：新竹縣寶山鄉由國民黨林思銘領先。政黨票方面，國民黨以41.7％在該區取得領先，其後為民眾黨26.4%、民進黨23.6%。
社會經濟背景：該區39歲以下人口佔比約14.8%，相較全國，是較年輕的鄉鎮市區。具有大專以上學歷人口佔比約為23.4%，相較全國，是高學歷人口佔比偏高的鄉鎮市區。綜合所得中位數為54.9萬元，屬於高收入地區。
投票率與天氣：1月13日投票當天天氣晴有霾，該區投票率達73.4%，比全國投票率高出1個百分點。"
